# of Events	Location	Team Name	Nickname	Team #	OPR Rank	Max OPR	ChampionshipDivision	CentralIllinois	Palmetto	Alamo	GreaterTorontoWest	InlandEmpire	MICenterLine	MISouthfield	NEGraniteState	PNWAuburnMountainview	MARMtOlive	MARHatboroHorsham	Israel	GreaterTorontoEast	Arkansas	SanDiego	Crossroads	LakeSuperior	NorthernLights	HubCity	NEUNH	CentralValley	MIKetteringU	MIGullLake	PNWOregonCity	PNWGlacierPeak	NEGroton	MexicoCity	Sacramento	Orlando	GreaterKansasCity	St.Louis	NorthCarolina	NewYorkTechValley	Dallas	Utah	NEWPI	MIEscanaba	MIHowell	MARSpringsideChestnutHill	PNWEasternWashingtonU	PNWMt.Vernon	MARClifton	Waterloo	Montreal	Arizona	LosAngeles	Boilermaker	Buckeye	Virginia	Wisconsin	MIWestMichigan	MIGreatLakesBayRegion	MITraverseCity	PNWWilsonville	NERhodeIsland	PNWShorewood	NESouthington	MARLenape-Seneca	NorthBay	Peachtree	Hawaii	Minnesota10000Lakes	MinnesotaNorthStar	SBPLILongIsland	FingerLakes	QueenCity	Oklahoma	GreaterPittsburgh	SmokyMountains	GreaterDC	NENortheasternU	MILivonia	MISt.Joseph	MIWaterford	PNWAuburn	PNWCentralWashingtonU	NEHartford	MARBridgewaterRaritan	WesternCanada	WindsorEssexGreatLakes	SiliconValley	Colorado	SouthFlorida	Midwest	Bayou	Chesapeake	LasVegas	NewYorkCity	LoneStar	NEPineTree	MiLansing	MIBedford	MITroy	PNWOregonStateU	NewEnglandRegion	MichiganState	AutodeskPNW	MidAtlanticRegion	Archimedes	Curie	Galileo	Newton
																																																																																																													
1	Mesa, AZ USA	Boeing/BAE Systems Arizona/Airpark Signs & Graphics/Southwest Fasteners/Hunter Contracting/Carlson Family/Microchip Employees/Skyline Robotics Boosters/The Spirit of 64 & Skyline High School	Coyotes	4565	2379	5.5																																														5.4895666460106																																																									
1	Buffalo, NY USA	jcpenney & Buffalo Academy of Science	wolvarines	4023	2380	5.478865146637																																																																		5.4788649881095																																					
2	Boston, MA USA	EMC Corporation & Saint Joseph's Preparatory High School	Firebirds	1965	2381	5.5																																																								-3.5914941319085																5.4774725914487																															
1	Elk Grove, CA USA	jcpenney/Google Inc./Brin Wojcicki Foundation & Laguna Creek High School	LC Botkickers	3554	2382	5.4417185783386																													5.4417185577756																																																																										
1	Chatham, VA USA	Pittsylvania Co. Schools / First Piedmont Corp. / Mid-Atlantic Broadband Cooperative / Danville-Pittsylvania County Chamber of Commerce / Mecklenberg Electric Co-operative / Chatham Rotary Club & Chatham High School	RoboCavs	1095	2383	5.3																																																		5.3401725033797																																																					
1	Naples, FL USA	NASA/jcpenney & Seacrest Country Day School	The Robo-Rays	4224	2384	5.3																																																																																				5.3300674969628																			
3	Capac, MI USA	Michigan Economic Development Corporation / The Chrysler Foundation / Kettering University / St. Clair County Economic Development Association / Witco Inc. / Keihin Michigan Manufacturing / L & L Products / Doodling Outback Embroidery / St. Clair County Community College / University of Detroit Mercy / MAPAL Inc. / Dr. John S. Demare D.O. & Capac Community Schools	Metal and Soul	2604	2385	5.3																							-6.6704482796116																																																																							3.3859985811683			5.327491863588						
1	Chapel Hill, NC USA	NASA & East Chapel Hill HS	EastBots	4795	2386	5.3																																	5.3081053349009																																																																						
1	Far Rockaway, NY USA	Bezos Family Foundation / Bloomberg / Ackman / Port Authority of New York New Jersey / Arkwin Industries / MTA & Queens High School for Information, Research & Technology	Blazenbots	2895	2387	5.3																																																																																									5.2864951226013														
2	Kent, WA USA	The Boeing Company/Tri-Tec Manufacturing & Kent Meridian High School	KM Royals	3221	2388	5.3										5.2792720128395																																																																		0.4615668913309																											
1	El Paso, TX USA	Communities Foundation of Texas/Communities Foundation of Texas & DaVinci Robotics/jcpenney & Da Vinci School	Dragons	3043	2389	5.3																																			5.2725195016522																																																																				
1	Chicago, IL USA	Saint Patrick High School	Striker	101	2390	5.3																																																																																					5.2613097178821																		
1	San Juan, PR USA	Johnson & Johnson/jcpenney & Colegio San Ignacio de Loyola	Yellow Fever	1872	2391	5.3																														5.2501239253957																																																																									
1	Green Sea, SC USA	Green Sea Floyds High School	Trojans	4847	2392	5.2			5.241989723505																																																																																																				
1	Draper, UT USA	Corner Canyon	Chargers	5071	2393	5.2																																				5.2111904451417																																																																			
1	Prairie Village, KS USA	Shawnee Mission East High School	Sargon	2335	2394	5.2																															5.1833069885834																																																																								
1	Fishersville, VA USA	Shenandoah Valley Governor's School	Governators	3361	2395	5.2																																																		5.1613586859929																																																					
1	Montréal, QC Canada	CAE/UQAM/Fusion Jeunesse/Robotique FIRST Québec/CSDM & École Lucien-Pagé	Mékano	3533	2396	5.1																																													5.1174944241646																																																										
1	Yehud, M Israel	Trellidor Ltd. & Mekif Yehud	Black Unicorns	5135	2397	5.0849800109863													5.0849800856826																																																																																										
2	Reed City, MI USA	Reed City High School & Reed City High School	Reed City Cyber Coyotes	3603	2398	5.1																																							5.0649449726371															1.5298505795314																																																	
